Chapter 15: Machinery and Large-Scale Industry 1.	DREIZEHNTES KAPITEL.	ch15_clean.en-ch15_clean.de
However, all I wish to point out here is that there exists an irresistible tendency towards the general application of those principles.	Worauf ich hier aber aufmerksam zu machen habe, ist das Bestehn einer unwiderstehlichen Tendenz zur allgemeinen Anwendung dieser Prinzipien.	ch15_clean.en-ch15_clean.de
If the general extension of factory legislation to all trades for the purpose of protecting the working class both in mind and body has become inevitable, on the other hand, as we have already pointed out, that extension hastens on the general conversion of numerous isolated small industries into a few combined industries carried on upon a large scale; it therefore accelerates the concentration of capital and the exclusive predominance of the factory system.	Wenn die Verallgemeinerung der Fabrikgesetzgebung als physische und geistiges Schutzmittel der Arbeiterklasse unvermeidlich geworden ist, verallgemeinert und beschleunigt sie andrerseits, wie bereits angedeutet, die Verwandlung zerstreuter Arbeitsprozesse auf Zwergmaßstab in kombi- nierte Arbeitsprozesse auf großer, gesellschaftlicher Stufenleiter, also die Konzentration des Kapitals und die Alleinherrschaft des Fabrikregimes.	ch15_clean.en-ch15_clean.de
It destroys both the ancient and the transitional forms behind which the dominion of capital is still partially hidden, and replaces them with a dominion which is direct and unconcealed.	Sie zerstört alle altertümlichen und Übergangsformen, wohinter sich die Herrschaft des Kapitals noch teilweise versteckt, und ersetzt sie durch seine direkt, unverhüllte Herrschaft.	ch15_clean.en-ch15_clean.de
But by doing this it also generalizes the direct struggle against its rule.	Sie verallgemeinert damit auch den direkten Kampf gegen diese Herrschaft.	ch15_clean.en-ch15_clean.de
While in each individual workshop it enforces uniformity, regularity, order and economy, the result of the immense impetus given to technical improvement by the limitation and regulation of the working day is to increase the anarchy and the proneness to catastrophe of capitalist production as a whole, the intensity of labour, and the competition of machinery with the worker.	Während sie in den individuellen Werkstätten Gleichförmigkeit, Regelmäßigkeit, Ordnung und Ökonomie erzwingt, vermehrt sie durch den ungeheuren Sporn, den Schranke und Regel des Arbeitstags der Technik aufdrücken, die Anarchie und Katastrophen der kapitalistischen Produktion im großen und ganzen, die Intensität der Arbeit und die Konkurrenz der Maschinerie mit dem Arbeiter.	ch15_clean.en-ch15_clean.de
By the destruction of small-scale and domestic industries it destroys the last resorts of the ‘redundant population’, thereby removing what was previously a safety-valve for the whole social mechanism.	Mit den Sphären des Kleinbetriebs und der Hausarbeit vernichtet sie die letzten Zufluchtsstätten der "Überzähligen" und damit das bisherige Sicherheitsventil des ganzen Gesellschaftsmechanismus.	ch15_clean.en-ch15_clean.de
By maturing the material conditions and the social combination of the process of production, it matures the contradictions and antagonisms of the capitalist form of that process, and thereby ripens both the elements for forming a new society and the forces tending towards the overthrow of the old one.	Mit den materiellen Bedingungen und der gesellschaftlichen Kombination des Produktionsprozesses reift sie die Widersprüche und Antagonismen seiner kapitalistischen Form, daher gleichzeitig die Bildungselemente einer neuen und die Umwälzungsmomente der alten Gesellschaft.	ch15_clean.en-ch15_clean.de
10. LARGE-SCALE INDUSTRY AND AGRICULTURE The revolution called forth by large-scale industry in agriculture, and in the social relations of agricultural producers, will be investigated later on.	10. Große Industrie und Agrikultur Die Revolution, welche die große Industrie im Ackerbau und den sozialen Verhältnissen seiner Produktionsagenten hervorruft, kann erst später dargestellt werden.	ch15_clean.en-ch15_clean.de
Here we shall merely indicate a few results by way of anticipation.	Hier genügt kurze Andeutung einiger vorweggenommenen Resultate.	ch15_clean.en-ch15_clean.de
If the use of machinery in agriculture is for the most part free from the injurious physical effect it has on the factory worker, its effect in making workers ‘redundant’ is more intense and comes up against less resistance, as we shall see later in detail.	Wenn der Gebrauch der Maschinerie im Ackerbau großenteils frei ist von den physischen Nachteilen, die sie dem Fabrikarbeiter zufügt , wirkt sie hier noch intensiver und ohne Gegenstoß auf die "Überzähligmachung" der Arbeiter, wie man später im Detail sehn wird.	ch15_clean.en-ch15_clean.de
In the counties of Cambridgeshire and Suffolk, for example, the area of cultivated land has been much extended within the last twenty years* while in the same period the rural population has diminished, not only relatively, but absolutely.	In den Grafschaften Cambridge und Suffolk z.B. hat sich das Areal des bebauten Landes seit den letzten zwanzig Jahren sehr ausgedehnt, während die Landbevölkerung in derselben Periode nicht nur relativ, sondern absolut abnahm.	ch15_clean.en-ch15_clean.de
In the United States of America the workers are as yet only virtually replaced by agricultural machinery, i.e. the machines allow the producer to cultivate a larger area, but do not actually expel any agricultural labourers employed.	In den Vereinigten Staaten von Nordamerika ersetzten Agrikultur-Maschinen einstweilen nur virtuell Arbeiter, d.h., sie erlauben dem Produzenten Bebauung einer größren Fläche, verjagen aber nicht wirklich beschäftigte Arbeiter.	ch15_clean.en-ch15_clean.de
In 1861 the number of persons occupied in England and Wales in the manufacture of agricultural machinery was 1,034, while the number of agricultural labourers employed in using agricultural machinery and steam-engines was only 1,205.	In England und Wales betrug 1861 die Zahl der in der Fabrikation von Ackerbau-Maschinen beteiligten Personen 1.034, während die Zahl der an Dampf- und Arbeitsmaschinen beschäftigten Agrikulturarbeiter nur 1.205 betrug.	ch15_clean.en-ch15_clean.de
In the sphere of agriculture, large-scale industry has a more revolutionary effect than elsewhere, for the reason that it annihilates the bulwark of the old society, the ‘peasant’, and substitutes for him the wage-labourer.	In der Sphäre der Agrikultur wirkt die große Industrie insofern am revolutionärsten, als sie das Bollwerk der alten Gesellschaft vernichtet, den "Bauer", und ihm den Lohnarbeiter unterschiebt.	ch15_clean.en-ch15_clean.de
Thus the need for social transformation, and the antagonism of the classes, reaches the same level in the countryside as it has attained in the towns.	Die sozialen Umwälzungsbedürfnisse und Gegensätze des Landes werden so mit denen der Stadt ausgeglichen.	ch15_clean.en-ch15_clean.de
A conscious, technological application of science replaces the previous highly irrational and slothfully traditional way of working.	An die Stelle des gewohnheitsfaulsten und irrationellsten Betriebs tritt bewußte, technologische Anwendung der Wissenschaft.	ch15_clean.en-ch15_clean.de
The capitalist mode of production completes the disintegration of the primitive familial union which bound agriculture and manufacture together when they were both at an undeveloped and childlike stage.	Die Zerreißung des ursprünglichen Familienbandes von Agrikultur und Manufaktur, welches die kindlich unentwickelte Gestalt beider umschlang, wird durch die kapitalistische Produktionsweise vollendet.	ch15_clean.en-ch15_clean.de
But at the same time it creates the material conditions for a new and higher synthesis, a union of agriculture and industry on the basis of the forms that have developed during the period of their antagonistic isolation.	Sie schafft aber zugleich die materiellen Voraussetzungen einer neuen, höheren Synthese, des Vereins von Agrikultur und Industrie, auf Grundlage ihrer gegensätzlich ausgearbeiteten Gestalten.	ch15_clean.en-ch15_clean.de
Capitalist production collects the population together in great centres, and causes the urban population to achieve an ever-growing preponderance.		ch15_clean.en-ch15_clean.de
This has two results. On the one hand it concentrates the historical motive power of society; on the other hand, it disturbs the metabolic interaction between man and the earth, i.e. it prevents the return to the soil of its constituent elements consumed by man in the form of food and clothing; hence it hinders the operation of the eternal natural condition for the lasting fertility of the soil.	Mit dem stets wachsenden Übergewicht der städtische Bevölkerung, die sie in großen Zentren zusammenhäuft, häuft die kapitalistische Produktion einerseits die geschichtliche Bewegungskraft der Gesellschaft, stört sie andrerseits den Stoffwechsel zwischen Mensch und Erde, d.h. die Rückkehr der vom Menschen in der Form von Nahrungs- und Kleidungsmitteln vernutzten Bodenbestandteile zum Boden, also die ewige Naturbedingung dauernder Bodenfruchtbarkeit.	ch15_clean.en-ch15_clean.de
Thus it destroys at the same time the physical health of the urban worker, and the intellectual life of the rural worker.	Sie zerstört damit zugleich die physische Gesundheit der Stadtarbeiter und das geistige Leben der Landarbeiter.	ch15_clean.en-ch15_clean.de
But by destroying the circumstances surrounding that metabolism, which originated in a merely natural and spontaneous fashion, it compels its systematic restoration as a regulative law of social production, and in a form adequate to the full development of the human race.	Aber sie zwingt zugleich durch die Zerstörung der bloß naturwüchsig entstandnen Umstände jenes Stoffwechsels, ihn systematisch als regelndes Gesetz der gesellschaftlichen Produktion und in einer der vollen menschlichen Entwicklung adäquaten Form herzustellen.	ch15_clean.en-ch15_clean.de
In agriculture, as in manufacture, the capitalist transformation of the process of production also appears as a martyrology for the producer; the instrument of labour appears as a means of enslaving, exploiting and impoverishing the worker; the social combination of labour processes appears as an organized suppression of his individual vitality, freedom and autonomy.	In der Agrikultur wie in der Manufaktur erscheint die kapitalistische Umwandlung des Produktionsprozesses zugleich als Martyrologie der Produzenten, das Arbeitsmittel als Unterjochungsmittel, Exploitationsmittel und Verarmungsmittel des Arbeiters, die gesellschaftliche Kombination der Arbeitsprozesse als organisierte Unterdrückung seiner individuellen Lebendigkeit, Freiheit und Selbständigkeit.	ch15_clean.en-ch15_clean.de
The dispersal of the rural workers over large areas breaks their power of resistance, while concentration increases that of the urban workers.	Die Zerstreuung der Landarbeiter über größre Flächen bricht zugleich ihre Widerstandskraft, während Konzentration die der städtischen Arbeiter steigert.	ch15_clean.en-ch15_clean.de
In modern agriculture, as in urban industry, the increase in the productivity and the mobility of labour is purchased at the cost of laying waste and debilitating labour-power itself.	Wie in der städtischen Industrie wird in der modernen Agrikultur die gesteigerte Produktivkraft und größre Flüssigmachung der Arbeit erkauft durch Verwüstung und Versiechung der Arbeitskraft selbst.	ch15_clean.en-ch15_clean.de
Moreover, all progress in capitalist agriculture is a progress in the art, not only of robbing the worker, but of robbing the soil; all progress in increasing the fertility of the soil for a given time is a progress towards ruining the more long-lasting sources of that fertility.	Und jeder Fortschritt der kapitalistischen Agrikultur ist nicht nur ein Fortschritt in der Kunst, den Arbeiter, sondern zugleich in der Kunst, den Boden zu berauben, jeder Fortschritt in Steigerung seiner Fruchtbarkeit für eine gegebne Zeitfrist zugleich ein Fortschritt in Ruin der dauernden Quellen dieser Fruchtbarkeit.	ch15_clean.en-ch15_clean.de
The more a country proceeds from large-scale industry as the background of its development, as in the case of the United States, the more rapid is this process of destruction.	Je mehr ein Land, wie die Vereinigten Staaten von Nordamerika z.B., von der großen Industrie als dem Hintergrund seiner Entwicklung ausgeht, desto rascher dieser Zerstörungsprozeß.	ch15_clean.en-ch15_clean.de
Capitalist production, therefore, only develops the techniques and the degree of combination of the social process of production by simultaneously undermining the original sources of all wealth – the soil and the worker.	Die kapitalistische Produktion entwickelt daher nur die Technik und Kombination des gesellschaftlichen Produktionsprozesses, indem sie zugleich die Springquellen alles Reichtums untergräbt: die Erde und den Arbeiter.	ch15_clean.en-ch15_clean.de
