Chapter 25: The General Law of Capitalist Accumulation 1.	DREIUNDZWANZIGSTES KAPITEL. TEIL I.	ch25_clean.en-ch25_clean.de
A bedroom in which were four adults and four children; 11 feet long, 9 feet broad, 6 feet 5 inches high at its highest part; another 11 feet 3 inches by 9 feet, 5 feet 10 inches high, sheltered six persons.	Tinker's End, bei Winslow: Eine Schlafstube, worin 4 Erwachsne und 5 Kinder, 11 Fuß lang, 9 Fuß breit, 6 Fuß 5 Zoll hoch am höchsten Punkt; ein andres 11 Fuß 7 Zoll lang, 9 Fuß breit, 5 Fuß 10 Zoll hoch, beherbergte 6 Personen.	ch25_clean.en-ch25_clean.de
Each of these families had less space than is considered necessary for a convict.	Jede dieser Familien hatte weniger Raum als nötig für einen Galeerensträfling.	ch25_clean.en-ch25_clean.de
No house had more than one bedroom, not one of them a back door; water very scarce; weekly rent from Is.	Kein Haus hatte mehr als ein Schlafzimmer, keins eine Hintertür. Wasser sehr selten. Wochenmiete von 1 sh.	ch25_clean.en-ch25_clean.de
4d. to 2s.	4 d. zu 2 sh.	ch25_clean.en-ch25_clean.de
In sixteen of the houses visited, only one man that earned 10s. a week.	In 16 untersuchten Häusern nur ein einziger Mann, der 10 sh. wöchentlich verdiente.	ch25_clean.en-ch25_clean.de
The quantity of air for each person under the circumstances just described corresponds to that which he would have if he were shut up in a box of 4 feet measuring each way, the whole night.	Das Luftreservoir, jeder Person in dem erwähnten Falle gegönnt, entspricht dem, das ihr zugut käme, wenn des Nachts eingeschlossen in eine Schachtel von 4 Fuß Kubik.	ch25_clean.en-ch25_clean.de
But then, the ancient dens afforded a certain amount of unintentional ventilation.	Allerdings bieten die alten Hütten eine Masse naturwüchsiger Ventilation.	ch25_clean.en-ch25_clean.de
(4) Cambridgeshire Gamlingay belongs to several landlords.	4. Cambridgeshire. Gamblingay gehört verschiednen Eigentümern.	ch25_clean.en-ch25_clean.de
It contains the wretched-est cots to be found anywhere.	Es enthält die lumpigsten Cots, die man irgendwo finden kann.	ch25_clean.en-ch25_clean.de
Much straw-plaiting.	Viel Strohflechterei.	ch25_clean.en-ch25_clean.de
‘A deadly lassitude, a hopeless surrendering up to filth’, reigns in Gamlingay.	Eine tödliche Mattheit, eine hoffnungslose Ergebung in Schmutz beherrscht Gamblingay.	ch25_clean.en-ch25_clean.de
The neglect in its centre becomes mortification at its extremities, north and south, where the houses are rotting to pieces.	Die Vernachlässigung in seinem Zentrum wird zur Tortur an den Extremitäten, Nord und Süd, wo die Häuser stückweis abfaulen.	ch25_clean.en-ch25_clean.de
The absentee landlords bleed this poor rookery too freely.	Die abwesenden Landlords lassen dem armen Nest flott zur Ader.	ch25_clean.en-ch25_clean.de
The rents are very high; eight or nine persons packed in one sleeping apartment, in two cases six adults, each with one or two children in one small bedroom.	Die Mieten sind sehr hoch; 8 bis 9 Personen gepackt in ein einschläfriges Zimmer, in zwei Fällen 6 Erwachsne mit je 1 und 2 Kindern in einer kleinen Schlafstube.	ch25_clean.en-ch25_clean.de
(5) Essex In this county, decline in the number of persons and of cottages goes hand in hand in many parishes.	5. Essex. In dieser Grafschaft gehn in vielen Pfarreien Abnahme von Personen und Cottages Hand in Hand.	ch25_clean.en-ch25_clean.de
In not less than twenty-two parishes, however, the destruction of houses has not prevented increase of population, or has not brought about that expulsion which, under the name ‘migration to towns’, generally occurs.	In nicht weniger als 22 Pfarreien hat jedoch die Häuserzerstörung den Bevölkerungsanwachs nicht aufgehalten oder nicht die Expulsion bewirkt, welche unter dem Namen "Wanderung nach den Städten" überall vorgeht.	ch25_clean.en-ch25_clean.de
In Fingringhoe, a parish of 3, acres, there were 145 houses in 1851, and only 110 in 1861. But the people did not wish to go away, and managed even to increase under these circumstances.	In Fingringhoe, einer Pfarrei von 3.443 Acres, standen 1851 145 Häuser, 1861 nur noch 110, aber das Volk wollte nicht fort und brachte es fertig, selbst unter dieser Behandlung zuzunehmen.	ch25_clean.en-ch25_clean.de
In 1851, 252 persons inhabited 61 houses, but in 1861, 262 persons were squeezed into 49 houses.	Zu Ramsden Crays bewohnten 1851 252 Personen 61 Häuser, aber 1861 waren 262 Personen in 49 Häuser gequetscht.	ch25_clean.en-ch25_clean.de
In Basildon, in 1851, 157 persons lived on 1, acres, in 35 houses; at the end often years, 180 persons lived in 27 houses.	In Basildon lebten 1851 auf 1.827 Acres 157 Personen in 35 Häusern, am Ende des Dezenniums 180 Personen in 27 Häusern.	ch25_clean.en-ch25_clean.de
In the parishes of Fingringhoe, South Farnbridge, Widford, Basildon and Ramsden Crags, in 1851, 1, persons were living on 8, acres in 316 houses; in 1861, on the same area, 1, persons in 249 houses.	In den Pfarreien von Fingringhoe, South Fambridge, Widford, Basildon und Ramsden Crays lebten 1851 auf 8.449 Acres 1.392 Personen in 316 Häusern, 1861 auf demselben Areal 1473 Personen in 249 Häusern.	ch25_clean.en-ch25_clean.de
(6)Herefordshire This little county has suffered more from the ‘eviction spirit’ than any other in England.	6. Herefordshire. Diese kleine Grafschaft hat mehr gelitten vom "Eviktionsgeist" als irgendeine andre in England.	ch25_clean.en-ch25_clean.de
At Madley, overcrowded cottages generally, with only two bedrooms, belonging for the most part to the farmers.	Zu Madley gehören die überstopften Cottages, meist mit 2 Schlafzimmern, großenteils den Pächtern.	ch25_clean.en-ch25_clean.de
They can let them very easily for £ or £ a year, and pay a weekly wage of 9s.! (7) Huntingdonshire Hartford had, in 1851, 87 houses; shortly after this, nineteen cottages were destroyed in this small parish of 1, acres; population in 1831, 452; in 1851, 832; and in 1861, 341.	Sie vermieten selbe leicht zu 3 oder 4 Pfd.St. per Jahr und zahlen Wochenlohn von 9 sh.! 7. Huntingdonshire. Hartford hatte 1851 87 Häuser, kurz nachher 19 Cottages zerstört in dieser kleinen Pfarrei von 1.720 Acres; Einwohnerschaft 1831: 452 Personen, 1851: 382 und 1861: 341.	ch25_clean.en-ch25_clean.de
Fourteen cottages, each with one bedroom, were visited.	Vierzehn einschläfrige Cots untersucht.	ch25_clean.en-ch25_clean.de
One of these rooms, in which eight people slept, was 12 feet 10 inches long, 12 feet 2 inches broad, 6 feet 9 inches high: the average, without making any deductions for projections into the apartment, comes to about 130 cubic feet per head.	In einem 1 verheiratetes Paar, 3 erwachsne Söhne, 1 erwachsnes Mädchen, 4 Kinder, zusammen 10; in einem andren 3 Erwachsne, 6 Kinder. Eine dieser Stuben, worin 8 Personen schliefen, war 12 Fuß 10 Zoll lang, 12 Fuß 2 Zoll breit, 6 Fuß 9 Zoll hoch; Durchschnittsmaß, ohne Abzug der Vorsprünge, ergab ungefähr 130 Kubikfuß per Kopf.	ch25_clean.en-ch25_clean.de
In the fourteen sleeping rooms, thirty-four adults and thirty-three children.	In den 14 Schlafstuben 34 Erwachsne und 33 Kinder.	ch25_clean.en-ch25_clean.de
These cottages are seldom provided with gardens, but many of the inmates are able to farm small allotments at 10s. or 12s. per rood ( 1/ acre).	Diese Cottages selten mit Gärtchen versehn, aber viele der Insassen konnten kleine Fetzen Land, 10 oder 12 sh. per rood (1/4 Acre) pachten.	ch25_clean.en-ch25_clean.de
These allotments are at a distance from the houses, which are without privies.	Diese allotments sind entfernt von den abtrittslosen Häusern.	ch25_clean.en-ch25_clean.de
The family ‘must either go to the allotment to deposit their ordures’, or, as happens in this place, if the reader will permit the reference, ‘use a closet with a trough set like a drawer in a chest of drawers, and drawn out weekly and conveyed to the allotment to be emptied where its contents were wanted’.	Die Familie muß entweder zu ihrer Parzelle gehn, um ihre Exkremente abzulagern, oder, wie es mit Respekt zu melden hier geschieht, die Schublade eines Schranks damit füllen. Sobald sie voll, wird sie ausgezogen und dort entleert, wo ihr Inhalt nötig ist.	ch25_clean.en-ch25_clean.de
In Japan the cyclical movement of the conditions of human life proceeds more cleanly and more decently than this.	In Japan geht der Zirkellauf der Lebensbedingungen reinlicher vonstatten.	ch25_clean.en-ch25_clean.de
(8) Lincolnshire Langtoft.	8. Lincolnshire.	ch25_clean.en-ch25_clean.de
A man lives here, in Wright’s house, with his wife, her mother, and five children; the house has a front kitchen, scullery, bedroom over the front kitchen; front kitchen and bedroom, 12 feet 2 inches by 9 feet 5 inches; the whole ground floor, 21 feet 2 inches by 9 feet 5 inches.	Langtoft: Ein Mann wohnt hier in Wrights Haus mit seiner Frau, ihrer Mutter und 5 Kindern; das Haus hat Vorderküche, Spülkammer, Schlafzimmer über der Vorderküche; Vorderküche und Schlafstube 12 Fuß 2 Zoll lang, 9 Fuß 5 Zoll breit, die ganze Grundfläche 21 Fuß 3 Zoll lang, 9 Fuß 5 Zoll breit.	ch25_clean.en-ch25_clean.de
The bedroom is a garret; the walls run together into the roof like a sugar-loaf, a dormer-window opening in front.	Die Schlafstube ist ein Dachraum. Die Wände laufen zuckerhutig an der Decke zusammen, und ein Klappfenster öffnet sich in der Front.	ch25_clean.en-ch25_clean.de
‘Why did he live here?	Warum wohnte er hier?	ch25_clean.en-ch25_clean.de
On account of the garden?	Garten?	ch25_clean.en-ch25_clean.de
No; it is very small.	Außerordentlich winzig.	ch25_clean.en-ch25_clean.de
Rent?	Miete?	ch25_clean.en-ch25_clean.de
High, Is.	Hoch, 1 sh.	ch25_clean.en-ch25_clean.de
3d. per week.	3 d. per Woche.	ch25_clean.en-ch25_clean.de
Near his work?	Nah seiner Arbeit?	ch25_clean.en-ch25_clean.de
No; 6 miles away, so that he walks daily, to and fro, 12 miles.	Nein, 6 Meilen entfernt, so daß er täglich 12 Meilen hin und her vermarschiert.	ch25_clean.en-ch25_clean.de
He lived there, because it was a tenantable cot,’ and because he wanted to have a cot for himself alone, anywhere, at any price, and in any conditions.	Er wohnte da, weil es ein vermietbares Cot war und weil er ein Cot für sich allein haben wollte, irgendwo, zu irgendeinem Preis, in irgendeinem Zustand.	ch25_clean.en-ch25_clean.de
The following are the statistics of twelve houses in Langtoft, with twelve bedrooms, thirty-eight adults, and thirty-six children.	Folgendes ist die Statistik von 12 Häusern in Langtoft mit 12 Schlafstuben, 38 Erwachsnen und 36 Kindern: 12 Häuser in Langtoft Häuser Schlaf- stuben Er- wachs- ne Kinder Per- sonen- zahl Häuser Schlaf- stuben Er- wachs- ne Kinder Per- sonen- zahl 1 1 3 5 8 1 1 3 3 6 1 1 4 3 7 1 1 3 2 5 1 1 4 4 8 1 1 2 0 2 1 1 5 4 9 1 1 2 3 5 1 1 2 2 4 1 1 3 3 6 1 1 5 3 8 1 1 2 4 6 9. Kent.	ch25_clean.en-ch25_clean.de
(9) Kent Kennington, very seriously over-populated in 1859, when diphtheria appeared, and the parish doctor instituted a medical inquiry into the conditions of the poor classes.	Kennington, höchst traurig überfüllt 1859, als die Diphtherie erschien und der Kirchspielsarzt eine amtliche Untersuchung über die Lage der ärmeren Volksklasse veranstaltete.	ch25_clean.en-ch25_clean.de
He found that in this locality, where much labour is employed, various cots had been destroyed and no new ones built.	Er fand, daß in dieser Ortschaft, wo viel Arbeit nötig, verschiedne Cots zerstört und keine neuen erbaut worden waren.	ch25_clean.en-ch25_clean.de
In one district, there stood four houses, named birdcages; each had four rooms of the following dimensions in feet and inches: Kitchen: 9 ft 5 by 8 ft 11 by 6 ft 6. Scullery: 8 ft 6 by 4 ft 6 by 6 ft 6. Bedroom: 8 ft 5 by 5 ft 10 by 6 ft 3. Bedroom: 8 ft 3 by 8 ft 4 by 6 ft 3.	In einem Bezirk standen 4 Häuser, birdcages (Vogelkäfige) benamst; jedes hatte 4 Zimmer mit den folgenden Dimensionen in Fuß und Zoll: Küche 9,5 x 8,11 x 6,6 Spülkammer 8,6 x 4,60 x 6,6 Schlafzimmer 8,5 x 5,10 x 6,3 Schlafzimmer 8,3 x 8,40 x 6,3 10. Northamptonshire.	ch25_clean.en-ch25_clean.de
